"in.sqft","in.bathroom_spot_vent_hour","in.bedrooms","in.ceiling_fan","in.clothes_dryer","in.clothes_washer","in.clothes_washer_presence","in.cooking_range","in.cooling_setpoint","in.cooling_setpoint_has_offset","in.cooling_setpoint_offset_magnitude","in.cooling_setpoint_offset_period","in.dishwasher","in.ducts","in.federal_poverty_level","in.geometry_floor_area","in.geometry_floor_area_bin","in.geometry_foundation_type","in.geometry_garage","in.geometry_stories","in.geometry_stories_low_rise","in.geometry_wall_exterior_finish","in.geometry_wall_type","in.has_pv","in.heating_fuel","in.heating_setpoint","in.heating_setpoint_has_offset","in.heating_setpoint_offset_magnitude","in.heating_setpoint_offset_period","in.hot_water_fixtures","in.hvac_cooling_efficiency","in.hvac_cooling_partial_space_conditioning","in.hvac_cooling_type","in.hvac_has_ducts","in.hvac_has_zonal_electric_heating","in.hvac_heating_efficiency","in.hvac_heating_type","in.hvac_heating_type_and_fuel","in.income","in.income_recs_2015","in.income_recs_2020","in.infiltration","in.insulation_ceiling","in.insulation_floor","in.insulation_foundation_wall","in.insulation_rim_joist","in.insulation_roof","in.insulation_slab","in.insulation_wall","in.lighting","in.misc_extra_refrigerator","in.misc_freezer","in.misc_gas_fireplace","in.misc_gas_grill","in.misc_gas_lighting","in.misc_hot_tub_spa","in.misc_pool","in.misc_pool_heater","in.misc_pool_pump","in.misc_well_pump","in.occupants","in.orientation","in.plug_load_diversity","in.puma_metro_status","in.pv_orientation","in.pv_system_size","in.range_spot_vent_hour","in.refrigerator","in.roof_material","in.usage_level","in.vacancy_status","in.vintage","in.vintage_acs","in.water_heater_efficiency","in.water_heater_fuel","in.weather_file_city","in.window_areas","in.windows","upgrade.hvac_heating_efficiency","Dry Bulb Temperature [°C]","Relative Humidity [%]","Wind Speed [m/s]","Wind Direction [Deg]","Global Horizontal Radiation [W/m2]","Direct Normal Radiation [W/m2]","Diffuse Horizontal Radiation [W/m2]","energy_sum"
"2176","Hour17","4","Standard Efficiency","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Gas, 120% Usage","75","No","0F","None","None","20% Leakage, R-6","400%+","2000-2499","1500-2499","Unheated Basement","2 Car","2","2","None","Brick","No","Electricity","76","No","0F","None","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 15, 8.5 HSPF","Ducted Heat Pump","Electricity ASHP","100000-119999","100000-119999","100000-149999","15 ACH50","R-30","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-11","100% CFL","EF 17.6","None","None","None","None","None","None","None","None","None","4","Southeast","200%","In metro area, not/partially in principal city","None","None","Hour7","EF 15.9, 100% Usage","Composition Shingles","High","Occupied","2010s","2010s","Electric Standard","Electricity","Charleston Muni","F15 B15 L15 R15","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",33.9,42.54,4.1,260,755,802.5,131,1.485
"1690","Hour11","3","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","72","Yes","5F","Night Setback -5h","318 Rated kWh, 100% Usage","30% Leakage, Uninsulated","200-300%","1500-1999","1500-2499","Vented Crawlspace","2 Car","1","1","None","Concrete","No","Electricity","80","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","40000-44999","40000-59999","40000-59999","15 ACH50","R-30","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","CMU, 6-in Hollow, R-15","100% Incandescent","EF 17.6","None","None","None","None","None","None","None","None","None","2","Southeast","100%","In metro area, not/partially in principal city","None","None","Hour7","EF 15.9, 100% Usage","Composition Shingles","Medium","Occupied","1990s","1980-99","Propane Standard","Propane","Charleston Muni","F12 B12 L12 R12","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",32.2,61.64,5.1,190,701,667.5,180,1.823
"1690","Hour11","3","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","72","Yes","5F","Night Setback -5h","318 Rated kWh, 100% Usage","30% Leakage, Uninsulated","200-300%","1500-1999","1500-2499","Vented Crawlspace","2 Car","1","1","None","Concrete","No","Electricity","80","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","40000-44999","40000-59999","40000-59999","15 ACH50","R-30","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","CMU, 6-in Hollow, R-15","100% Incandescent","EF 17.6","None","None","None","None","None","None","None","None","None","2","Southeast","100%","In metro area, not/partially in principal city","None","None","Hour7","EF 15.9, 100% Usage","Composition Shingles","Medium","Occupied","1990s","1980-99","Propane Standard","Propane","Charleston Muni","F12 B12 L12 R12","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",31.1,65.61,4.6,200,481.5,155,360.5,1.539
"1690","Hour11","3","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","72","Yes","5F","Night Setback -5h","318 Rated kWh, 100% Usage","30% Leakage, Uninsulated","200-300%","1500-1999","1500-2499","Vented Crawlspace","2 Car","1","1","None","Concrete","No","Electricity","80","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","40000-44999","40000-59999","40000-59999","15 ACH50","R-30","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","CMU, 6-in Hollow, R-15","100% Incandescent","EF 17.6","None","None","None","None","None","None","None","None","None","2","Southeast","100%","In metro area, not/partially in principal city","None","None","Hour7","EF 15.9, 100% Usage","Composition Shingles","Medium","Occupied","1990s","1980-99","Propane Standard","Propane","Charleston Muni","F12 B12 L12 R12","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",31.7,59.34,3.6,240,720.5,750.5,143.5,1.761
"1690","Hour7","3","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Gas, 120% Usage","72","No","0F","None","None","20% Leakage, R-4","300-400%","1500-1999","1500-2499","Slab","2 Car","1","1","Brick, Medium/Dark","Wood Frame","No","Natural Gas","70","Yes","6F","Night -4h","200% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 76% AFUE","Ducted Heating","Natural Gas Fuel Furnace","50000-59999","40000-59999","40000-59999","15 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-15","100% LED","None","None","None","None","None","None","None","None","None","None","2","East","200%","In metro area, not/partially in principal city","None","None","Hour16","EF 17.6, 100% Usage","Composition Shingles","High","Occupied","1990s","1980-99","Natural Gas Standard","Natural Gas","Beaufort Mcas","F15 B15 L15 R15","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",28.6,79.52,5.65,105,310,43,277,0.969
"3301","Hour18","3","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","78","No","0F","None","None","20% Leakage, Uninsulated","400%+","3000-3999","2500-3999","Vented Crawlspace","2 Car","2","2","Stucco, Light","Wood Frame","No","Electricity","65","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","100000-119999","100000-119999","100000-149999","8 ACH50","R-19","Ceiling R-19","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-19","100% LED","None","EF 12, National Average","None","None","None","None","None","None","None","None","3","Southeast","100%","In metro area, not/partially in principal city","None","None","Hour17","EF 15.9, 100% Usage","Asphalt Shingles, Medium","Medium","Occupied","1990s","1980-99","Electric Standard","Electricity","Beaufort Mcas","F12 B12 L12 R12","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",33.67,50.7,4.46,200,685,565,238,1.652
"3301","Hour18","3","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","78","No","0F","None","None","20% Leakage, Uninsulated","400%+","3000-3999","2500-3999","Vented Crawlspace","2 Car","2","2","Stucco, Light","Wood Frame","No","Electricity","65","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","100000-119999","100000-119999","100000-149999","8 ACH50","R-19","Ceiling R-19","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-19","100% LED","None","EF 12, National Average","None","None","None","None","None","None","None","None","3","Southeast","100%","In metro area, not/partially in principal city","None","None","Hour17","EF 15.9, 100% Usage","Asphalt Shingles, Medium","Medium","Occupied","1990s","1980-99","Electric Standard","Electricity","Beaufort Mcas","F12 B12 L12 R12","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",30,72,5.7,100,401.5,228,223,1.028
"3301","Hour18","3","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","78","No","0F","None","None","20% Leakage, Uninsulated","400%+","3000-3999","2500-3999","Vented Crawlspace","2 Car","2","2","Stucco, Light","Wood Frame","No","Electricity","65","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","100000-119999","100000-119999","100000-149999","8 ACH50","R-19","Ceiling R-19","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-19","100% LED","None","EF 12, National Average","None","None","None","None","None","None","None","None","3","Southeast","100%","In metro area, not/partially in principal city","None","None","Hour17","EF 15.9, 100% Usage","Asphalt Shingles, Medium","Medium","Occupied","1990s","1980-99","Electric Standard","Electricity","Beaufort Mcas","F12 B12 L12 R12","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",29.33,79.29,3.43,273.33,276.5,55,234.5,0.86
"3301","Hour18","3","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","78","No","0F","None","None","20% Leakage, Uninsulated","400%+","3000-3999","2500-3999","Vented Crawlspace","2 Car","2","2","Stucco, Light","Wood Frame","No","Electricity","65","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","100000-119999","100000-119999","100000-149999","8 ACH50","R-19","Ceiling R-19","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-19","100% LED","None","EF 12, National Average","None","None","None","None","None","None","None","None","3","Southeast","100%","In metro area, not/partially in principal city","None","None","Hour17","EF 15.9, 100% Usage","Asphalt Shingles, Medium","Medium","Occupied","1990s","1980-99","Electric Standard","Electricity","Beaufort Mcas","F12 B12 L12 R12","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",31.7,59.34,5.1,250,526,218,358,0.995
"1690","Hour22","3","Standard Efficiency","Electric, 80% Usage","EnergyStar, 80% Usage","Yes","Electric, 80% Usage","65","No","0F","None","None","20% Leakage, Uninsulated","400%+","1500-1999","1500-2499","Vented Crawlspace","None","1","1","Stucco, Light","Wood Frame","No","Electricity","72","Yes","6F","Night -4h","50% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","100000-119999","100000-119999","100000-149999","7 ACH50","R-30","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% CFL","None","EF 12, National Average","None","None","None","None","None","None","None","None","2","North","50%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","1980s","1980-99","Electric Standard","Electricity","Charleston Muni","F9 B9 L9 R9","Double, Clear, Non-metal, Air, Exterior Clear Storm","MSHP, SEER 24, 13 HSPF",32.8,61.41,3.6,140,634,489,259.5,1.495
"1690","Hour7","2","Standard Efficiency","Electric, 80% Usage","EnergyStar, 80% Usage","Yes","Electric, 80% Usage","70","No","0F","None","290 Rated kWh, 80% Usage","30% Leakage, R-6","100-150%","1500-1999","1500-2499","Vented Crawlspace","2 Car","1","1","Vinyl, Light","Wood Frame","No","Electricity","70","No","0F","None","50% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","15000-19999","<20000","<20000","10 ACH50","R-30","Ceiling R-19","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","1","Northeast","50%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F9 B9 L9 R9","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",29.67,79.37,2.4,200,630.5,510.5,227.5,1.051
"1690","Hour7","2","Standard Efficiency","Electric, 80% Usage","EnergyStar, 80% Usage","Yes","Electric, 80% Usage","70","No","0F","None","290 Rated kWh, 80% Usage","30% Leakage, R-6","100-150%","1500-1999","1500-2499","Vented Crawlspace","2 Car","1","1","Vinyl, Light","Wood Frame","No","Electricity","70","No","0F","None","50% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","15000-19999","<20000","<20000","10 ACH50","R-30","Ceiling R-19","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","1","Northeast","50%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F9 B9 L9 R9","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",31.1,55.34,5.1,150,676.5,596,214.5,1.637
"1690","Hour7","2","Standard Efficiency","Electric, 80% Usage","EnergyStar, 80% Usage","Yes","Electric, 80% Usage","70","No","0F","None","290 Rated kWh, 80% Usage","30% Leakage, R-6","100-150%","1500-1999","1500-2499","Vented Crawlspace","2 Car","1","1","Vinyl, Light","Wood Frame","No","Electricity","70","No","0F","None","50% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","15000-19999","<20000","<20000","10 ACH50","R-30","Ceiling R-19","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","1","Northeast","50%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F9 B9 L9 R9","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",28.3,72.13,6.45,215,375.5,126,274.5,1.037
"1690","Hour23","3","None","Electric, 120% Usage","Standard, 120% Usage","Yes","Electric, 120% Usage","70","Yes","2F","Day Setup and Night Setback +3h","318 Rated kWh, 120% Usage","10% Leakage, R-8","300-400%","1500-1999","1500-2499","Slab","2 Car","1","1","Brick, Medium/Dark","Wood Frame","No","Natural Gas","70","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","50000-59999","40000-59999","40000-59999","10 ACH50","R-19","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-11","100% CFL","EF 10.5","None","None","None","None","None","None","None","None","None","2","Southeast","200%","In metro area, not/partially in principal city","None","None","Hour12","EF 19.9, 100% Usage","Composition Shingles","High","Occupied","2010s","2010s","Natural Gas Premium","Natural Gas","Charleston Muni","F9 B9 L9 R9","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",33.9,42.54,4.1,260,755,802.5,131,1.025
"1690","Hour23","3","None","Electric, 120% Usage","Standard, 120% Usage","Yes","Electric, 120% Usage","70","Yes","2F","Day Setup and Night Setback +3h","318 Rated kWh, 120% Usage","10% Leakage, R-8","300-400%","1500-1999","1500-2499","Slab","2 Car","1","1","Brick, Medium/Dark","Wood Frame","No","Natural Gas","70","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","50000-59999","40000-59999","40000-59999","10 ACH50","R-19","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-11","100% CFL","EF 10.5","None","None","None","None","None","None","None","None","None","2","Southeast","200%","In metro area, not/partially in principal city","None","None","Hour12","EF 19.9, 100% Usage","Composition Shingles","High","Occupied","2010s","2010s","Natural Gas Premium","Natural Gas","Charleston Muni","F9 B9 L9 R9","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",33.9,59.84,6.7,200,656.5,512,256.5,1.264
"1690","Hour23","3","None","Electric, 120% Usage","Standard, 120% Usage","Yes","Electric, 120% Usage","70","Yes","2F","Day Setup and Night Setback +3h","318 Rated kWh, 120% Usage","10% Leakage, R-8","300-400%","1500-1999","1500-2499","Slab","2 Car","1","1","Brick, Medium/Dark","Wood Frame","No","Natural Gas","70","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","50000-59999","40000-59999","40000-59999","10 ACH50","R-19","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-11","100% CFL","EF 10.5","None","None","None","None","None","None","None","None","None","2","Southeast","200%","In metro area, not/partially in principal city","None","None","Hour12","EF 19.9, 100% Usage","Composition Shingles","High","Occupied","2010s","2010s","Natural Gas Premium","Natural Gas","Charleston Muni","F9 B9 L9 R9","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",31.1,65.61,4.6,200,481.5,155,360.5,0.89
"1690","Hour0","3","Standard Efficiency, No usage","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","76","No","0F","None","290 Rated kWh, 100% Usage","20% Leakage, R-4","200-300%","1500-1999","1500-2499","Slab","2 Car","1","1","Vinyl, Light","Wood Frame","No","Electricity","55","No","0F","None","100% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","40000-44999","40000-59999","40000-59999","20 ACH50","R-19","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-11","100% CFL","None","EF 12, National Average","None","None","None","None","None","None","None","None","2","Northwest","100%","In metro area, not/partially in principal city","None","None","Hour8","EF 17.6, 100% Usage","Metal, Dark","Medium","Vacant","1980s","1980-99","Electric Standard","Electricity","Beaufort Mcas","F9 B9 L9 R9","Triple, Low-E, Non-metal, Air, L-Gain","MSHP, SEER 24, 13 HSPF",32.2,53.94,3.6,350,699.5,670,172.5,0.671
"1690","Hour0","3","Standard Efficiency, No usage","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","76","No","0F","None","290 Rated kWh, 100% Usage","20% Leakage, R-4","200-300%","1500-1999","1500-2499","Slab","2 Car","1","1","Vinyl, Light","Wood Frame","No","Electricity","55","No","0F","None","100% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","40000-44999","40000-59999","40000-59999","20 ACH50","R-19","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-11","100% CFL","None","EF 12, National Average","None","None","None","None","None","None","None","None","2","Northwest","100%","In metro area, not/partially in principal city","None","None","Hour8","EF 17.6, 100% Usage","Metal, Dark","Medium","Vacant","1980s","1980-99","Electric Standard","Electricity","Beaufort Mcas","F9 B9 L9 R9","Triple, Low-E, Non-metal, Air, L-Gain","MSHP, SEER 24, 13 HSPF",27.1,90.99,2.35,190,171.5,18.5,156.5,0.511
"2663","Hour6","3","Standard Efficiency","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Gas, 120% Usage","72","Yes","5F","Night Setup +2h","None","None","200-300%","2500-2999","2500-3999","Slab","None","2","2","Wood, Medium/Dark","Wood Frame","No","Natural Gas","70","Yes","6F","Night -1h","200% Usage","Room AC, EER 12.0","20% Conditioned","Room AC","No","No","Fuel Boiler, 80% AFUE","Non-Ducted Heating","Natural Gas Fuel Boiler","40000-44999","40000-59999","40000-59999","10 ACH50","R-13","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, Uninsulated","100% CFL","None","None","None","None","None","None","None","None","None","None","2","Northwest","200%","Not/partially in metro area","None","None","Hour22","EF 15.9, 100% Usage","Composition Shingles","High","Occupied","<1940","<1940","Natural Gas Standard","Natural Gas","Myrtle Beach Civ","F12 B12 L12 R12","Single, Clear, Metal","MSHP, SEER 29.3, 14 HSPF, Max Load",31.1,48.29,5.7,180,758,840,113.5,1.89
